<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200325;180000;67.0000000;67.0000000;63.5000000;63.5000000;230
20200325;190000;67.5000000;67.5000000;67.5000000;67.5000000;10
20200326;110000;68.5000000;71.0000000;68.5000000;71.0000000;70
20200326;120000;66.0000000;69.0000000;65.0000000;69.0000000;90
20200326;140000;67.0000000;71.0000000;67.0000000;71.0000000;350
20200326;150000;71.5000000;73.0000000;70.0000000;71.5000000;450
20200326;160000;71.5000000;71.5000000;71.0000000;71.0000000;40
20200326;170000;71.5000000;72.5000000;70.5000000;72.5000000;200
20200326;180000;72.0000000;72.0000000;70.5000000;70.5000000;90
20200326;190000;70.5000000;72.0000000;70.5000000;72.0000000;30
20200327;130000;69.5000000;69.5000000;69.5000000;69.5000000;10
20200327;140000;69.5000000;69.5000000;69.5000000;69.5000000;40
20200327;170000;70.0000000;70.0000000;70.0000000;70.0000000;20
20200327;180000;70.0000000;70.0000000;70.0000000;70.0000000;110
20200330;130000;69.0000000;69.0000000;69.0000000;69.0000000;10
20200330;140000;69.0000000;69.0000000;69.0000000;69.0000000;110
20200330;170000;69.0000000;70.5000000;69.0000000;70.5000000;20
20200331;120000;70.5000000;70.5000000;70.5000000;70.5000000;10
20200331;140000;73.5000000;73.5000000;73.5000000;73.5000000;40
20200331;160000;70.5000000;70.5000000;70.0000000;70.0000000;90
20200331;180000;72.5000000;72.5000000;70.5000000;72.5000000;60
20200401;150000;70.5000000;70.5000000;68.5000000;68.5000000;110
20200401;160000;72.0000000;72.0000000;72.0000000;72.0000000;20
20200401;170000;72.5000000;72.5000000;72.5000000;72.5000000;10
20200401;180000;73.0000000;79.0000000;73.0000000;79.0000000;1530
20200401;190000;74.0000000;78.0000000;74.0000000;78.0000000;60
20200402;110000;74.5000000;74.5000000;74.5000000;74.5000000;10
20200402;130000;75.5000000;78.0000000;75.0000000;78.0000000;160
20200402;150000;75.5000000;79.0000000;75.5000000;79.0000000;50
20200402;160000;79.0000000;81.0000000;79.0000000;81.0000000;50
20200402;190000;76.5000000;77.0000000;75.5000000;77.0000000;50
20200403;110000;75.5000000;75.5000000;75.5000000;75.5000000;10
20200403;120000;78.0000000;78.0000000;78.0000000;78.0000000;10
20200403;150000;78.5000000;78.5000000;78.5000000;78.5000000;20
20200403;160000;78.5000000;78.5000000;78.5000000;78.5000000;40
20200403;170000;79.0000000;79.0000000;79.0000000;79.0000000;10
